19:42:31.451 [main] INFO  com.ntu.client2.Node2ClientApplication - Starting Node2ClientApplication on LAPTOP-6SA701DM with PID 11188 (C:\Users\Lenovo\Desktop\datasync\datasync_node2_client\target\classes started by Lenovo in C:\Users\Lenovo\Desktop\datasync)
22:47:08.671 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:47:19.677 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:47:30.684 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:47:41.692 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:47:52.698 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:48:03.749 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:48:14.706 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:48:25.714 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:48:36.722 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:48:47.727 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:48:58.732 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:49:09.738 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:49:20.746 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:49:31.755 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:49:42.760 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:49:53.767 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:50:04.773 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:50:15.779 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:50:26.787 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:50:37.793 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:50:48.798 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:50:59.807 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:51:10.812 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:51:21.821 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:51:32.827 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:51:43.833 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:51:54.840 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:52:05.846 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:52:16.852 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:52:27.855 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:52:38.860 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:52:49.868 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:53:00.874 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:53:11.880 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:53:22.890 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:53:33.898 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:53:44.907 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:54:04.273 [main] INFO  com.ntu.client2.Node2ClientApplication - Starting Node2ClientApplication on LAPTOP-6SA701DM with PID 15484 (C:\Users\Lenovo\Desktop\datasync\datasync_node2_client\target\classes started by Lenovo in C:\Users\Lenovo\Desktop\datasync)
22:54:04.284 [main] INFO  com.ntu.client2.Node2ClientApplication - No active profile set, falling back to default profiles: default
22:54:07.191 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8084 (http)
22:54:07.207 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8084"]
22:54:07.208 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
22:54:07.208 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.33]
22:54:07.516 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
22:54:07.517 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2916 ms
22:54:08.458 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
22:54:09.082 [main] INFO  com.ntu.common.client.EMQTTClient - connecting to server: ssl://127.0.0.1:8883
22:54:17.440 [main] INFO  com.ntu.client2.ClientStart - 团结河节点成功连接至MQTT服务器.........
22:54:17.447 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8084"]
22:54:17.545 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8084 (http) with context path ''
22:54:17.561 [main] INFO  com.ntu.client2.Node2ClientApplication - Started Node2ClientApplication in 14.874 seconds (JVM running for 18.509)
22:54:27.579 [node2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
22:54:27.827 [node2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
22:54:28.272 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:54:39.288 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:54:40.289 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
22:54:40.289 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - TUANJIEHE_BUOY_GONGZUOWENDU表中 3 号数据同步成功....
22:58:46.619 [main] INFO  com.ntu.client2.Node2ClientApplication - Starting Node2ClientApplication on LAPTOP-6SA701DM with PID 15504 (C:\Users\Lenovo\Desktop\datasync\datasync_node2_client\target\classes started by Lenovo in C:\Users\Lenovo\Desktop\datasync)
22:58:46.629 [main] INFO  com.ntu.client2.Node2ClientApplication - No active profile set, falling back to default profiles: default
22:58:48.858 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8084 (http)
22:58:48.873 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8084"]
22:58:48.874 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
22:58:48.874 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.33]
22:58:49.084 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
22:58:49.084 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2272 ms
22:58:49.821 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
22:58:50.306 [main] INFO  com.ntu.common.client.EMQTTClient - connecting to server: ssl://127.0.0.1:8883
22:58:57.144 [main] INFO  com.ntu.client2.ClientStart - 团结河节点成功连接至MQTT服务器.........
22:58:57.150 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8084"]
22:58:57.220 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8084 (http) with context path ''
22:58:57.226 [main] INFO  com.ntu.client2.Node2ClientApplication - Started Node2ClientApplication in 11.99 seconds (JVM running for 15.653)
22:59:07.195 [node2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
22:59:07.466 [node2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
22:59:28.005 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=ss, nodeId=ss, dataTime=Thu May 14 06:59:16 CST 2020, num=546, numQuest=56, state=879, errornum=58, tem1hratur=65.0, tem2Xical=3.0)
22:59:29.010 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
22:59:29.010 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - TUANJIEHE_BUOY_GONGZUOWENDU表中 4 号数据同步成功....
23:03:49.157 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyDianYa(infoId=2, areaId=tuanjiehe, spotId=34, nodeId=32, dataTime=Wed May 06 07:03:42 CST 2020, dianya=435, dianliust=345, state=45)
23:03:50.161 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
23:03:50.161 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - TUANJIEHE_BUOY_DIANYA 表中的 2 号数据同步失败
23:04:00.164 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyDianYa(infoId=2, areaId=tuanjiehe, spotId=34, nodeId=32, dataTime=Wed May 06 07:03:42 CST 2020, dianya=435, dianliust=345, state=45)
23:04:00.172 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
23:04:11.170 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyDianYa(infoId=2, areaId=tuanjiehe, spotId=34, nodeId=32, dataTime=Wed May 06 07:03:42 CST 2020, dianya=435, dianliust=345, state=45)
23:04:11.178 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
23:04:22.180 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyDianYa(infoId=2, areaId=tuanjiehe, spotId=34, nodeId=32, dataTime=Wed May 06 07:03:42 CST 2020, dianya=435, dianliust=345, state=45)
23:04:22.191 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
23:04:33.188 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyDianYa(infoId=2, areaId=tuanjiehe, spotId=34, nodeId=32, dataTime=Wed May 06 07:03:42 CST 2020, dianya=435, dianliust=345, state=45)
23:04:33.200 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
23:04:44.193 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyDianYa(infoId=2, areaId=tuanjiehe, spotId=34, nodeId=32, dataTime=Wed May 06 07:03:42 CST 2020, dianya=435, dianliust=345, state=45)
23:04:44.200 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
23:12:54.475 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyDianYa(infoId=2, areaId=tuanjiehe, spotId=34, nodeId=32, dataTime=Wed May 06 07:03:42 CST 2020, dianya=435, dianliust=345, state=45)
23:12:56.481 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
23:12:56.481 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - TUANJIEHE_BUOY_DIANYA 表中的 2 号数据同步失败
23:13:05.484 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyDianYa(infoId=2, areaId=tuanjiehe, spotId=34, nodeId=32, dataTime=Wed May 06 07:03:42 CST 2020, dianya=435, dianliust=345, state=45)
23:13:05.491 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
23:13:05.491 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - TUANJIEHE_BUOY_DIANYA 表中的 2 号数据同步失败
23:13:16.491 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyDianYa(infoId=2, areaId=tuanjiehe, spotId=34, nodeId=32, dataTime=Wed May 06 07:03:42 CST 2020, dianya=435, dianliust=345, state=45)
23:13:16.496 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
23:13:16.496 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - TUANJIEHE_BUOY_DIANYA 表中的 2 号数据同步失败
23:13:27.497 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyDianYa(infoId=2, areaId=tuanjiehe, spotId=34, nodeId=32, dataTime=Wed May 06 07:03:42 CST 2020, dianya=435, dianliust=345, state=45)
23:13:27.503 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
23:13:27.504 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - TUANJIEHE_BUOY_DIANYA 表中的 2 号数据同步失败
23:13:38.506 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyDianYa(infoId=2, areaId=tuanjiehe, spotId=34, nodeId=32, dataTime=Wed May 06 07:03:42 CST 2020, dianya=435, dianliust=345, state=45)
23:13:38.518 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
23:13:38.518 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - TUANJIEHE_BUOY_DIANYA 表中的 2 号数据同步失败
23:13:49.517 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyDianYa(infoId=2, areaId=tuanjiehe, spotId=34, nodeId=32, dataTime=Wed May 06 07:03:42 CST 2020, dianya=435, dianliust=345, state=45)
23:13:49.523 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
23:13:49.524 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - TUANJIEHE_BUOY_DIANYA 表中的 2 号数据同步失败
23:14:00.519 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyDianYa(infoId=2, areaId=tuanjiehe, spotId=34, nodeId=32, dataTime=Wed May 06 07:03:42 CST 2020, dianya=435, dianliust=345, state=45)
23:14:00.524 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
23:14:00.524 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - TUANJIEHE_BUOY_DIANYA 表中的 2 号数据同步失败
23:14:11.526 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyDianYa(infoId=2, areaId=tuanjiehe, spotId=34, nodeId=32, dataTime=Wed May 06 07:03:42 CST 2020, dianya=435, dianliust=345, state=45)
23:14:11.533 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
23:14:11.533 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - TUANJIEHE_BUOY_DIANYA 表中的 2 号数据同步失败
23:14:22.532 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyDianYa(infoId=2, areaId=tuanjiehe, spotId=34, nodeId=32, dataTime=Wed May 06 07:03:42 CST 2020, dianya=435, dianliust=345, state=45)
23:14:22.540 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
23:14:22.541 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - TUANJIEHE_BUOY_DIANYA 表中的 2 号数据同步失败
23:14:33.538 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyDianYa(infoId=2, areaId=tuanjiehe, spotId=34, nodeId=32, dataTime=Wed May 06 07:03:42 CST 2020, dianya=435, dianliust=345, state=45)
23:14:33.546 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
23:14:33.546 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - TUANJIEHE_BUOY_DIANYA 表中的 2 号数据同步失败
23:14:44.546 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyDianYa(infoId=2, areaId=tuanjiehe, spotId=34, nodeId=32, dataTime=Wed May 06 07:03:42 CST 2020, dianya=435, dianliust=345, state=45)
23:14:44.606 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
23:14:44.606 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - TUANJIEHE_BUOY_DIANYA 表中的 2 号数据同步失败
23:14:55.553 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyDianYa(infoId=2, areaId=tuanjiehe, spotId=34, nodeId=32, dataTime=Wed May 06 07:03:42 CST 2020, dianya=435, dianliust=345, state=45)
23:14:55.560 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
23:14:55.561 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - TUANJIEHE_BUOY_DIANYA 表中的 2 号数据同步失败
23:15:06.562 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyDianYa(infoId=2, areaId=tuanjiehe, spotId=34, nodeId=32, dataTime=Wed May 06 07:03:42 CST 2020, dianya=435, dianliust=345, state=45)
23:15:06.568 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
23:15:06.568 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - TUANJIEHE_BUOY_DIANYA 表中的 2 号数据同步失败
23:15:17.568 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyDianYa(infoId=2, areaId=tuanjiehe, spotId=34, nodeId=32, dataTime=Wed May 06 07:03:42 CST 2020, dianya=435, dianliust=345, state=45)
23:15:17.578 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
23:15:17.578 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - TUANJIEHE_BUOY_DIANYA 表中的 2 号数据同步失败
23:15:28.574 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyDianYa(infoId=2, areaId=tuanjiehe, spotId=34, nodeId=32, dataTime=Wed May 06 07:03:42 CST 2020, dianya=435, dianliust=345, state=45)
