12:28:33.303 [main] INFO  com.ntu.center.CenterClientApplication - Starting CenterClientApplication on LAPTOP-6SA701DM with PID 18320 (C:\Users\Lenovo\Desktop\datasync\datasync_center_client\target\classes started by Lenovo in C:\Users\Lenovo\Desktop\datasync)
14:07:50.233 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 253 号数据同步成功 同步时间：Thu May 21 14:07:50 CST 2020
14:07:51.235 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 254 号数据同步成功 同步时间：Thu May 21 14:07:51 CST 2020
14:07:52.236 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 255 号数据同步成功 同步时间：Thu May 21 14:07:52 CST 2020
14:07:53.236 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 256 号数据同步成功 同步时间：Thu May 21 14:07:53 CST 2020
14:07:54.240 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 257 号数据同步成功 同步时间：Thu May 21 14:07:54 CST 2020
14:07:55.236 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 258 号数据同步成功 同步时间：Thu May 21 14:07:55 CST 2020
14:07:56.240 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 259 号数据同步成功 同步时间：Thu May 21 14:07:56 CST 2020
14:07:57.244 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 260 号数据同步成功 同步时间：Thu May 21 14:07:57 CST 2020
14:07:58.239 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 261 号数据同步成功 同步时间：Thu May 21 14:07:58 CST 2020
14:07:59.240 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 262 号数据同步成功 同步时间：Thu May 21 14:07:59 CST 2020
14:08:00.261 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 263 号数据同步成功 同步时间：Thu May 21 14:08:00 CST 2020
14:08:01.254 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 264 号数据同步成功 同步时间：Thu May 21 14:08:01 CST 2020
14:08:02.244 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 265 号数据同步成功 同步时间：Thu May 21 14:08:02 CST 2020
14:08:03.244 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 266 号数据同步成功 同步时间：Thu May 21 14:08:03 CST 2020
14:08:04.242 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 267 号数据同步成功 同步时间：Thu May 21 14:08:04 CST 2020
14:08:24.268 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 268 号数据同步成功 同步时间：Thu May 21 14:08:24 CST 2020
14:08:25.285 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 269 号数据同步成功 同步时间：Thu May 21 14:08:25 CST 2020
14:08:26.279 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 270 号数据同步成功 同步时间：Thu May 21 14:08:26 CST 2020
14:08:27.276 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 271 号数据同步成功 同步时间：Thu May 21 14:08:27 CST 2020
14:08:28.275 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 272 号数据同步成功 同步时间：Thu May 21 14:08:28 CST 2020
14:08:29.278 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 273 号数据同步成功 同步时间：Thu May 21 14:08:29 CST 2020
14:08:30.280 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 274 号数据同步成功 同步时间：Thu May 21 14:08:30 CST 2020
14:08:31.281 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 275 号数据同步成功 同步时间：Thu May 21 14:08:31 CST 2020
14:08:32.303 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 276 号数据同步成功 同步时间：Thu May 21 14:08:32 CST 2020
14:08:33.281 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 277 号数据同步成功 同步时间：Thu May 21 14:08:33 CST 2020
14:08:34.279 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 278 号数据同步成功 同步时间：Thu May 21 14:08:34 CST 2020
14:08:35.281 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 279 号数据同步成功 同步时间：Thu May 21 14:08:35 CST 2020
14:08:36.283 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 280 号数据同步成功 同步时间：Thu May 21 14:08:36 CST 2020
14:08:37.283 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 281 号数据同步成功 同步时间：Thu May 21 14:08:37 CST 2020
14:08:38.293 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 282 号数据同步成功 同步时间：Thu May 21 14:08:38 CST 2020
14:08:39.284 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 283 号数据同步成功 同步时间：Thu May 21 14:08:39 CST 2020
14:08:40.284 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 284 号数据同步成功 同步时间：Thu May 21 14:08:40 CST 2020
14:08:41.294 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 285 号数据同步成功 同步时间：Thu May 21 14:08:41 CST 2020
14:08:42.287 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 286 号数据同步成功 同步时间：Thu May 21 14:08:42 CST 2020
14:08:43.288 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 287 号数据同步成功 同步时间：Thu May 21 14:08:43 CST 2020
14:08:44.288 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 288 号数据同步成功 同步时间：Thu May 21 14:08:44 CST 2020
14:08:45.291 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 289 号数据同步成功 同步时间：Thu May 21 14:08:45 CST 2020
14:08:46.291 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 290 号数据同步成功 同步时间：Thu May 21 14:08:46 CST 2020
14:08:47.294 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 291 号数据同步成功 同步时间：Thu May 21 14:08:47 CST 2020
14:08:48.290 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 292 号数据同步成功 同步时间：Thu May 21 14:08:48 CST 2020
14:08:49.291 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 293 号数据同步成功 同步时间：Thu May 21 14:08:49 CST 2020
14:08:50.294 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 294 号数据同步成功 同步时间：Thu May 21 14:08:50 CST 2020
14:08:51.293 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 295 号数据同步成功 同步时间：Thu May 21 14:08:51 CST 2020
14:08:52.293 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 296 号数据同步成功 同步时间：Thu May 21 14:08:52 CST 2020
14:08:53.302 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 297 号数据同步成功 同步时间：Thu May 21 14:08:53 CST 2020
14:08:54.296 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 298 号数据同步成功 同步时间：Thu May 21 14:08:54 CST 2020
14:17:50.594 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - tjh_node 节点的 BOX_SENSOR 表中的 439 号数据同步成功 同步时间：Thu May 21 14:17:50 CST 2020
14:18:21.633 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - tjh_node 节点的 BOX_SENSOR 表中的 440 号数据同步成功 同步时间：Thu May 21 14:18:21 CST 2020
14:18:22.640 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - tjh_node 节点的 BOX_SENSOR 表中的 441 号数据同步成功 同步时间：Thu May 21 14:18:22 CST 2020
14:18:23.639 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - tjh_node 节点的 BOX_SENSOR 表中的 442 号数据同步成功 同步时间：Thu May 21 14:18:23 CST 2020
14:18:24.639 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - tjh_node 节点的 BOX_SENSOR 表中的 443 号数据同步成功 同步时间：Thu May 21 14:18:24 CST 2020
14:18:25.642 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - tjh_node 节点的 BOX_SENSOR 表中的 444 号数据同步成功 同步时间：Thu May 21 14:18:25 CST 2020
14:18:26.648 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - tjh_node 节点的 BOX_SENSOR 表中的 445 号数据同步成功 同步时间：Thu May 21 14:18:26 CST 2020
14:18:27.643 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - tjh_node 节点的 BOX_SENSOR 表中的 446 号数据同步成功 同步时间：Thu May 21 14:18:27 CST 2020
14:18:28.652 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - tjh_node 节点的 BOX_SENSOR 表中的 447 号数据同步成功 同步时间：Thu May 21 14:18:28 CST 2020
14:18:29.645 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - tjh_node 节点的 BOX_SENSOR 表中的 448 号数据同步成功 同步时间：Thu May 21 14:18:29 CST 2020
14:18:30.649 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - tjh_node 节点的 BOX_SENSOR 表中的 449 号数据同步成功 同步时间：Thu May 21 14:18:30 CST 2020
14:18:31.650 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - tjh_node 节点的 BOX_SENSOR 表中的 450 号数据同步成功 同步时间：Thu May 21 14:18:31 CST 2020
14:18:32.609 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - tjh_node 节点的 BOX_SENSOR 表中的 451 号数据新增失败,失败原因：中央数据库中已存在此条数据
15:32:28.867 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 268 号数据同步成功 同步时间：Thu May 21 15:32:28 CST 2020
17:10:09.854 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 279 号数据同步成功 同步时间：Thu May 21 17:10:09 CST 2020
17:10:09.920 [MQTT Rec: center] INFO  com.ntu.common.client.EMQTTClient - connecting to server: ssl://127.0.0.1:8883
17:10:26.006 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 279 号数据更新失败,失败原因：中央数据库没有此条数据
17:21:02.374 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 279 号数据更新失败,失败原因：中央数据库没有此条数据
17:21:38.429 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 278 号数据同步成功 同步时间：Thu May 21 17:21:38 CST 2020
17:27:59.725 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 284 号数据同步成功 同步时间：Thu May 21 17:27:59 CST 2020
17:28:09.733 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 284 号数据同步成功 同步时间：Thu May 21 17:28:09 CST 2020
17:28:51.069 [http-nio-9999-exec-1] INFO  org.apache.tomcat.util.http.parser.Cookie - A cookie header was received [1589872028,1589970932,1590040176; Hm_lpvt_eaa57ca47dacb4ad4f5a257001a3457c=1590041875] that contained an invalid cookie. That cookie will be ignored.
 Note: further occurrences of this error will be logged at DEBUG level.
17:28:51.112 [http-nio-9999-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
17:28:51.112 [http-nio-9999-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
17:28:51.168 [http-nio-9999-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 56 ms
17:40:01.094 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 452 号数据同步成功 同步时间：Thu May 21 17:40:01 CST 2020
17:40:02.096 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 453 号数据同步成功 同步时间：Thu May 21 17:40:02 CST 2020
17:40:03.098 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 454 号数据同步成功 同步时间：Thu May 21 17:40:03 CST 2020
17:40:43.220 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 455 号数据同步失败,已失败1次
17:40:48.322 [MQTT Rec: center] INFO  com.ntu.common.client.EMQTTClient - connecting to server: ssl://127.0.0.1:8883
17:40:55.431 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 459 号数据同步成功 同步时间：Thu May 21 17:40:55 CST 2020
17:40:56.433 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 460 号数据同步成功 同步时间：Thu May 21 17:40:56 CST 2020
17:40:57.476 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 461 号数据同步成功 同步时间：Thu May 21 17:40:57 CST 2020
17:40:58.437 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 462 号数据同步成功 同步时间：Thu May 21 17:40:58 CST 2020
17:40:59.402 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 463 号数据新增失败,失败原因：中央数据库中已存在此条数据
17:41:09.443 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 455 号数据同步成功 同步时间：Thu May 21 17:41:09 CST 2020
17:41:11.443 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 456 号数据同步成功 同步时间：Thu May 21 17:41:11 CST 2020
17:41:12.489 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 457 号数据同步成功 同步时间：Thu May 21 17:41:12 CST 2020
17:41:13.448 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 458 号数据同步成功 同步时间：Thu May 21 17:41:13 CST 2020
17:43:32.347 [main] INFO  com.ntu.center.CenterClientApplication - Starting CenterClientApplication on LAPTOP-6SA701DM with PID 9784 (C:\Users\Lenovo\Desktop\datasync\datasync_center_client\target\classes started by Lenovo in C:\Users\Lenovo\Desktop\datasync)
17:43:32.355 [main] INFO  com.ntu.center.CenterClientApplication - No active profile set, falling back to default profiles: default
17:43:35.265 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9999 (http)
17:43:35.287 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-9999"]
17:43:35.287 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
17:43:35.288 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.33]
17:43:35.634 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
17:43:35.635 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 3070 ms
17:43:35.851 [main] INFO  org.apache.catalina.core.StandardService - Stopping service [Tomcat]
17:43:35.952 [main] INFO  org.springframework.boot.autoconfigure.logging.ConditionEvaluationReportLoggingListener - 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
17:44:19.897 [main] INFO  com.ntu.center.CenterClientApplication - Starting CenterClientApplication on LAPTOP-6SA701DM with PID 3060 (C:\Users\Lenovo\Desktop\datasync\datasync_center_client\target\classes started by Lenovo in C:\Users\Lenovo\Desktop\datasync)
17:44:19.904 [main] INFO  com.ntu.center.CenterClientApplication - No active profile set, falling back to default profiles: default
17:44:22.785 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9999 (http)
17:44:22.805 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-9999"]
17:44:22.805 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
17:44:22.806 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.33]
17:44:23.062 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
17:44:23.062 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 3010 ms
17:44:24.040 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
17:44:24.167 [main] INFO  org.springframework.boot.autoconfigure.web.servlet.WelcomePageHandlerMapping - Adding welcome page template: index
17:44:24.599 [main] INFO  com.ntu.common.client.EMQTTClient - connecting to server: ssl://127.0.0.1:8883
17:44:31.186 [main] INFO  com.ntu.center.CenterClientStart - 中央数据库节点成功连接至MQTT服务器.....
17:44:31.189 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-9999"]
17:44:31.232 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 9999 (http) with context path ''
17:44:31.238 [main] INFO  com.ntu.center.CenterClientApplication - Started CenterClientApplication in 12.806 seconds (JVM running for 16.205)
17:45:14.076 [MQTT Call: center] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
17:45:14.613 [MQTT Call: center] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
17:45:14.733 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 452 号数据同步成功 同步时间：Thu May 21 17:45:14 CST 2020
17:45:15.101 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 453 号数据同步成功 同步时间：Thu May 21 17:45:15 CST 2020
17:45:16.119 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 454 号数据同步成功 同步时间：Thu May 21 17:45:16 CST 2020
17:45:17.131 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 455 号数据同步成功 同步时间：Thu May 21 17:45:17 CST 2020
17:45:18.202 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 456 号数据同步成功 同步时间：Thu May 21 17:45:18 CST 2020
17:45:19.132 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 457 号数据同步成功 同步时间：Thu May 21 17:45:19 CST 2020
17:45:20.119 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 458 号数据同步成功 同步时间：Thu May 21 17:45:20 CST 2020
17:45:21.121 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 459 号数据同步成功 同步时间：Thu May 21 17:45:21 CST 2020
17:45:22.120 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 460 号数据同步成功 同步时间：Thu May 21 17:45:22 CST 2020
17:45:23.120 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 461 号数据同步成功 同步时间：Thu May 21 17:45:23 CST 2020
17:45:24.142 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 462 号数据同步成功 同步时间：Thu May 21 17:45:24 CST 2020
17:45:25.119 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 463 号数据同步成功 同步时间：Thu May 21 17:45:25 CST 2020
17:54:06.529 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 464 号数据同步成功 同步时间：Thu May 21 17:54:06 CST 2020
17:54:07.416 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 465 号数据同步成功 同步时间：Thu May 21 17:54:07 CST 2020
17:54:08.412 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 466 号数据同步成功 同步时间：Thu May 21 17:54:08 CST 2020
17:54:09.408 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 467 号数据同步成功 同步时间：Thu May 21 17:54:09 CST 2020
17:54:10.421 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 468 号数据同步成功 同步时间：Thu May 21 17:54:10 CST 2020
17:54:11.421 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 469 号数据同步成功 同步时间：Thu May 21 17:54:11 CST 2020
17:54:12.431 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 470 号数据同步成功 同步时间：Thu May 21 17:54:12 CST 2020
17:54:13.419 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 471 号数据同步成功 同步时间：Thu May 21 17:54:13 CST 2020
17:54:14.428 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 472 号数据同步成功 同步时间：Thu May 21 17:54:14 CST 2020
17:54:15.414 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 473 号数据同步成功 同步时间：Thu May 21 17:54:15 CST 2020
17:54:16.414 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 474 号数据同步成功 同步时间：Thu May 21 17:54:16 CST 2020
17:54:17.374 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 475 号数据新增失败,失败原因：中央数据库中已存在此条数据
17:56:07.451 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 464 号数据同步成功 同步时间：Thu May 21 17:56:07 CST 2020
17:56:08.455 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 465 号数据同步成功 同步时间：Thu May 21 17:56:08 CST 2020
17:56:09.455 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 466 号数据同步成功 同步时间：Thu May 21 17:56:09 CST 2020
17:56:10.458 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 467 号数据同步成功 同步时间：Thu May 21 17:56:10 CST 2020
17:56:11.459 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 468 号数据同步成功 同步时间：Thu May 21 17:56:11 CST 2020
17:56:12.465 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 469 号数据同步成功 同步时间：Thu May 21 17:56:12 CST 2020
17:56:13.459 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 470 号数据同步成功 同步时间：Thu May 21 17:56:13 CST 2020
17:56:14.469 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 471 号数据同步成功 同步时间：Thu May 21 17:56:14 CST 2020
17:56:15.466 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 472 号数据同步成功 同步时间：Thu May 21 17:56:15 CST 2020
17:56:16.462 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 473 号数据同步成功 同步时间：Thu May 21 17:56:16 CST 2020
17:56:17.470 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 474 号数据同步成功 同步时间：Thu May 21 17:56:17 CST 2020
17:56:18.462 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 475 号数据同步成功 同步时间：Thu May 21 17:56:18 CST 2020
17:58:09.552 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 476 号数据同步成功 同步时间：Thu May 21 17:58:09 CST 2020
